Clave Entidad,Entidad federativa,Clave Municipio ,Municipio,Total,Procedentes,Improcedentes,Otro,No especificado
20,Oaxaca,183,San Juan Bautista Tlachichilco,NA,NA,NA,NA,NA
20,Oaxaca,184,San Juan Bautista Tuxtepec,  1 600,  1 600,   0,   0,   0
20,Oaxaca,185,San Juan Cacahuatepec,   0,   0,   0,   0,   0
20,Oaxaca,186,San Juan Cieneguilla,NA,NA,NA,NA,NA
20,Oaxaca,187,San Juan Coatzóspam,NA,NA,NA,NA,NA
20,Oaxaca,188,San Juan Colorado,NA,NA,NA,NA,NA
20,Oaxaca,189,San Juan Comaltepec,NA,NA,NA,NA,NA
20,Oaxaca,190,San Juan Cotzocón,NA,NA,NA,NA,NA
20,Oaxaca,191,San Juan Chicomezúchil,NA,NA,NA,NA,NA
20,Oaxaca,192,San Juan Chilateca,NA,NA,NA,NA,NA
20,Oaxaca,193,San Juan del Estado,NA,NA,NA,NA,NA
20,Oaxaca,194,San Juan del Río,NA,NA,NA,NA,NA
20,Oaxaca,195,San Juan Diuxi,NA,NA,NA,NA,NA
20,Oaxaca,196,San Juan Evangelista Analco,NA,NA,NA,NA,NA
20,Oaxaca,197,San Juan Guelavía,NA,NA,NA,NA,NA
20,Oaxaca,198,San Juan Guichicovi,NA,NA,NA,NA,NA
20,Oaxaca,199,San Juan Ihualtepec,NA,NA,NA,NA,NA
20,Oaxaca,200,San Juan Juquila Mixes,NA,NA,NA,NA,NA
20,Oaxaca,201,San Juan Juquila Vijanos,NA,NA,NA,NA,NA
20,Oaxaca,202,San Juan Lachao,NA,NA,NA,NA,NA
20,Oaxaca,203,San Juan Lachigalla,NA,NA,NA,NA,NA
20,Oaxaca,204,San Juan Lajarcia,NA,NA,NA,NA,NA
20,Oaxaca,205,San Juan Lalana,NA,NA,NA,NA,NA
20,Oaxaca,206,San Juan de los Cués,NA,NA,NA,NA,NA
20,Oaxaca,207,San Juan Mazatlán,NA,NA,NA,NA,NA
20,Oaxaca,208,San Juan Mixtepec -Dto. 08 -,NA,NA,NA,NA,NA
20,Oaxaca,209,San Juan Mixtepec -Dto. 26 -,NA,NA,NA,NA,NA
20,Oaxaca,210,San Juan Ñumí,NA,NA,NA,NA,NA
20,Oaxaca,211,San Juan Ozolotepec,NA,NA,NA,NA,NA
20,Oaxaca,212,San Juan Petlapa,NA,NA,NA,NA,NA
20,Oaxaca,213,San Juan Quiahije,NA,NA,NA,NA,NA
20,Oaxaca,214,San Juan Quiotepec,NA,NA,NA,NA,NA
20,Oaxaca,215,San Juan Sayultepec,NA,NA,NA,NA,NA
20,Oaxaca,216,San Juan Tabaá,NA,NA,NA,NA,NA
20,Oaxaca,217,San Juan Tamazola,NA,NA,NA,NA,NA
20,Oaxaca,218,San Juan Teita,NA,NA,NA,NA,NA
20,Oaxaca,219,San Juan Teitipac,NA,NA,NA,NA,NA
20,Oaxaca,220,San Juan Tepeuxila,NA,NA,NA,NA,NA
20,Oaxaca,221,San Juan Teposcolula,NA,NA,NA,NA,NA
20,Oaxaca,222,San Juan Yaeé,NA,NA,NA,NA,NA
20,Oaxaca,223,San Juan Yatzona,NA,NA,NA,NA,NA
20,Oaxaca,224,San Juan Yucuita,NA,NA,NA,NA,NA
20,Oaxaca,225,San Lorenzo,NA,NA,NA,NA,NA
20,Oaxaca,226,San Lorenzo Albarradas,NA,NA,NA,NA,NA
20,Oaxaca,227,San Lorenzo Cacaotepec,NA,NA,NA,NA,NA
20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,NA,NA,NA,NA,NA
20,Oaxaca,229,San Lorenzo Texmelúcan,NA,NA,NA,NA,NA
20,Oaxaca,230,San Lorenzo Victoria,NA,NA,NA,NA,NA
20,Oaxaca,231,San Lucas Camotlán,NA,NA,NA,NA,NA
20,Oaxaca,232,San Lucas Ojitlán,NA,NA,NA,NA,NA
20,Oaxaca,233,San Lucas Quiaviní,NA,NA,NA,NA,NA
20,Oaxaca,234,San Lucas Zoquiápam,NA,NA,NA,NA,NA
20,Oaxaca,235,San Luis Amatlán,NA,NA,NA,NA,NA
20,Oaxaca,236,San Marcial Ozolotepec,NA,NA,NA,NA,NA
20,Oaxaca,237,San Marcos Arteaga,   24,   19,   5,   0,   0
20,Oaxaca,238,San Martín de los Cansecos,NA,NA,NA,NA,NA
20,Oaxaca,239,San Martín Huamelúlpam,NA,NA,NA,NA,NA
20,Oaxaca,240,San Martín Itunyoso,NA,NA,NA,NA,NA
20,Oaxaca,241,San Martín Lachilá,NA,NA,NA,NA,NA
20,Oaxaca,242,San Martín Peras,NA,NA,NA,NA,NA
20,Oaxaca,243,San Martín Tilcajete,   4,   4,   0,   0,   0
20,Oaxaca,244,San Martín Toxpalan,NA,NA,NA,NA,NA
20,Oaxaca,245,San Martín Zacatepec,NA,NA,NA,NA,NA
20,Oaxaca,246,San Mateo Cajonos,NA,NA,NA,NA,NA
20,Oaxaca,247,Capulálpam de Méndez,NA,NA,NA,NA,NA
20,Oaxaca,248,San Mateo del Mar,NA,NA,NA,NA,NA
20,Oaxaca,249,San Mateo Yoloxochitlán,NA,NA,NA,NA,NA
20,Oaxaca,250,San Mateo Etlatongo,NA,NA,NA,NA,NA
20,Oaxaca,251,San Mateo Nejápam,NA,NA,NA,NA,NA
20,Oaxaca,252,San Mateo Peñasco,NA,NA,NA,NA,NA
20,Oaxaca,253,San Mateo Piñas,NA,NA,NA,NA,NA
20,Oaxaca,254,San Mateo Río Hondo,NA,NA,NA,NA,NA
20,Oaxaca,255,San Mateo Sindihui,NA,NA,NA,NA,NA
20,Oaxaca,256,San Mateo Tlapiltepec,NA,NA,NA,NA,NA
20,Oaxaca,257,San Melchor Betaza,NA,NA,NA,NA,NA
20,Oaxaca,258,San Miguel Achiutla,NA,NA,NA,NA,NA
20,Oaxaca,259,San Miguel Ahuehuetitlán,NA,NA,NA,NA,NA
20,Oaxaca,260,San Miguel Aloápam,NA,NA,NA,NA,NA
20,Oaxaca,261,San Miguel Amatitlán,NA,NA,NA,NA,NA
20,Oaxaca,262,San Miguel Amatlán,NA,NA,NA,NA,NA
20,Oaxaca,263,San Miguel Coatlán,NA,NA,NA,NA,NA
20,Oaxaca,264,San Miguel Chicahua,NA,NA,NA,NA,NA
20,Oaxaca,265,San Miguel Chimalapa,NA,NA,NA,NA,NA
20,Oaxaca,266,San Miguel del Puerto,NA,NA,NA,NA,NA
20,Oaxaca,267,San Miguel del Río,NA,NA,NA,NA,NA
20,Oaxaca,268,San Miguel Ejutla,NA,NA,NA,NA,NA
20,Oaxaca,269,San Miguel el Grande,NA,NA,NA,NA,NA
20,Oaxaca,270,San Miguel Huautla,NA,NA,NA,NA,NA
20,Oaxaca,271,San Miguel Mixtepec,NA,NA,NA,NA,NA
20,Oaxaca,272,San Miguel Panixtlahuaca,NA,NA,NA,NA,NA
20,Oaxaca,273,San Miguel Peras,NA,NA,NA,NA,NA
20,Oaxaca,274,San Miguel Piedras,NA,NA,NA,NA,NA
20,Oaxaca,275,San Miguel Quetzaltepec,NA,NA,NA,NA,NA
20,Oaxaca,276,San Miguel Santa Flor,NA,NA,NA,NA,NA
20,Oaxaca,277,Villa Sola de Vega,NA,NA,NA,NA,NA
20,Oaxaca,278,San Miguel Soyaltepec,-,-,-,-,-
20,Oaxaca,279,San Miguel Suchixtepec,NA,NA,NA,NA,NA
20,Oaxaca,280,Villa Talea de Castro,NA,NA,NA,NA,NA
20,Oaxaca,281,San Miguel Tecomatlán,NA,NA,NA,NA,NA
20,Oaxaca,282,San Miguel Tenango,NA,NA,NA,NA,NA
20,Oaxaca,283,San Miguel Tequixtepec,NA,NA,NA,NA,NA
20,Oaxaca,284,San Miguel Tilquiápam,NA,NA,NA,NA,NA
20,Oaxaca,285,San Miguel Tlacamama,NA,NA,NA,NA,NA
20,Oaxaca,286,San Miguel Tlacotepec,NA,NA,NA,NA,NA
20,Oaxaca,287,San Miguel Tulancingo,NA,NA,NA,NA,NA
20,Oaxaca,288,San Miguel Yotao,NA,NA,NA,NA,NA
20,Oaxaca,289,San Nicolás,NA,NA,NA,NA,NA
20,Oaxaca,290,San Nicolás Hidalgo,NA,NA,NA,NA,NA
20,Oaxaca,291,San Pablo Coatlán,NA,NA,NA,NA,NA
20,Oaxaca,292,San Pablo Cuatro Venados,NA,NA,NA,NA,NA
20,Oaxaca,293,San Pablo Etla,NA,NA,NA,NA,NA
20,Oaxaca,294,San Pablo Huitzo,NA,NA,NA,NA,NA
20,Oaxaca,295,San Pablo Huixtepec,   300,   250,   50,   0,   0
20,Oaxaca,296,San Pablo Macuiltianguis,NA,NA,NA,NA,NA
20,Oaxaca,297,San Pablo Tijaltepec,NA,NA,NA,NA,NA
20,Oaxaca,298,San Pablo Villa de Mitla,NA,NA,NA,NA,NA
20,Oaxaca,299,San Pablo Yaganiza,NA,NA,NA,NA,NA
20,Oaxaca,300,San Pedro Amuzgos,NA,NA,NA,NA,NA
20,Oaxaca,301,San Pedro Apóstol,NA,NA,NA,NA,NA
20,Oaxaca,302,San Pedro Atoyac,NA,NA,NA,NA,NA
20,Oaxaca,303,San Pedro Cajonos,NA,NA,NA,NA,NA
20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,NA,NA,NA,NA,NA
20,Oaxaca,305,San Pedro Comitancillo,NA,NA,NA,NA,NA
20,Oaxaca,306,San Pedro el Alto,NA,NA,NA,NA,NA
20,Oaxaca,307,San Pedro Huamelula,NA,NA,NA,NA,NA
20,Oaxaca,308,San Pedro Huilotepec,NA,NA,NA,NA,NA
20,Oaxaca,309,San Pedro Ixcatlán,NA,NA,NA,NA,NA
20,Oaxaca,310,San Pedro Ixtlahuaca,   480,   480,   0,   0,   0
20,Oaxaca,311,San Pedro Jaltepetongo,NA,NA,NA,NA,NA
20,Oaxaca,312,San Pedro Jicayán,NA,NA,NA,NA,NA
20,Oaxaca,313,San Pedro Jocotipac,NA,NA,NA,NA,NA
20,Oaxaca,314,San Pedro Juchatengo,NA,NA,NA,NA,NA
20,Oaxaca,315,San Pedro Mártir,NA,NA,NA,NA,NA
20,Oaxaca,316,San Pedro Mártir Quiechapa,NA,NA,NA,NA,NA
20,Oaxaca,317,San Pedro Mártir Yucuxaco,NA,NA,NA,NA,NA
20,Oaxaca,318,San Pedro Mixtepec -Dto. 22 -,NA,NA,NA,NA,NA
20,Oaxaca,319,San Pedro Mixtepec -Dto. 26 -,NA,NA,NA,NA,NA
20,Oaxaca,320,San Pedro Molinos,NA,NA,NA,NA,NA
20,Oaxaca,321,San Pedro Nopala,NA,NA,NA,NA,NA
20,Oaxaca,322,San Pedro Ocopetatillo,NA,NA,NA,NA,NA
20,Oaxaca,323,San Pedro Ocotepec,NA,NA,NA,NA,NA
20,Oaxaca,324,San Pedro Pochutla,  4 223,  2 215,  2 008,   0,   0
20,Oaxaca,325,San Pedro Quiatoni,NA,NA,NA,NA,NA
20,Oaxaca,326,San Pedro Sochiápam,NA,NA,NA,NA,NA
20,Oaxaca,327,San Pedro Tapanatepec,   240,   240,   0,   0,   0
20,Oaxaca,328,San Pedro Taviche,NA,NA,NA,NA,NA
20,Oaxaca,329,San Pedro Teozacoalco,NA,NA,NA,NA,NA
20,Oaxaca,330,San Pedro Teutila,NA,NA,NA,NA,NA
20,Oaxaca,331,San Pedro Tidaá,NA,NA,NA,NA,NA
20,Oaxaca,332,San Pedro Topiltepec,NA,NA,NA,NA,NA
20,Oaxaca,333,San Pedro Totolápam,NA,NA,NA,NA,NA
20,Oaxaca,334,Villa de Tututepec de Melchor Ocampo,   180,   180,   0,   0,   0
20,Oaxaca,335,San Pedro Yaneri,NA,NA,NA,NA,NA
20,Oaxaca,336,San Pedro Yólox,NA,NA,NA,NA,NA
20,Oaxaca,337,San Pedro y San Pablo Ayutla,NA,NA,NA,NA,NA
20,Oaxaca,338,Villa de Etla,-,-,-,-,-
20,Oaxaca,339,San Pedro y San Pablo Teposcolula,NA,NA,NA,NA,NA
20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,NA,NA,NA,NA,NA
20,Oaxaca,341,San Pedro Yucunama,NA,NA,NA,NA,NA
20,Oaxaca,342,San Raymundo Jalpan,NA,NA,NA,NA,NA
20,Oaxaca,343,San Sebastián Abasolo,NA,NA,NA,NA,NA
20,Oaxaca,344,San Sebastián Coatlán,NA,NA,NA,NA,NA
20,Oaxaca,345,San Sebastián Ixcapa,NA,NA,NA,NA,NA
20,Oaxaca,346,San Sebastián Nicananduta,NA,NA,NA,NA,NA
20,Oaxaca,347,San Sebastián Río Hondo,NA,NA,NA,NA,NA
20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,   4,   4,   0,   0,   0
20,Oaxaca,349,San Sebastián Teitipac,NA,NA,NA,NA,NA
20,Oaxaca,350,San Sebastián Tutla,NA,NA,NA,NA,NA
20,Oaxaca,351,San Simón Almolongas,NA,NA,NA,NA,NA
20,Oaxaca,352,San Simón Zahuatlán,NA,NA,NA,NA,NA
20,Oaxaca,353,Santa Ana,NA,NA,NA,NA,NA
20,Oaxaca,354,Santa Ana Ateixtlahuaca,NA,NA,NA,NA,NA
20,Oaxaca,355,Santa Ana Cuauhtémoc,NA,NA,NA,NA,NA
20,Oaxaca,356,Santa Ana del Valle,NA,NA,NA,NA,NA
20,Oaxaca,357,Santa Ana Tavela,NA,NA,NA,NA,NA
20,Oaxaca,358,Santa Ana Tlapacoyan,NA,NA,NA,NA,NA
20,Oaxaca,359,Santa Ana Yareni,NA,NA,NA,NA,NA
20,Oaxaca,360,Santa Ana Zegache,   6,   5,   1,   0,   0
20,Oaxaca,361,Santa Catalina Quierí,NA,NA,NA,NA,NA
20,Oaxaca,362,Santa Catarina Cuixtla,NA,NA,NA,NA,NA
20,Oaxaca,363,Santa Catarina Ixtepeji,NA,NA,NA,NA,NA
20,Oaxaca,364,Santa Catarina Juquila,   8,   8,   0,   0,   0
20,Oaxaca,365,Santa Catarina Lachatao,NA,NA,NA,NA,NA
20,Oaxaca,366,Santa Catarina Loxicha,NA,NA,NA,NA,NA
20,Oaxaca,367,Santa Catarina Mechoacán,NA,NA,NA,NA,NA
20,Oaxaca,368,Santa Catarina Minas,NA,NA,NA,NA,NA
20,Oaxaca,369,Santa Catarina Quiané,   100,   90,   10,   0,   0
20,Oaxaca,370,Santa Catarina Tayata,NA,NA,NA,NA,NA
20,Oaxaca,371,Santa Catarina Ticuá,NA,NA,NA,NA,NA
20,Oaxaca,372,Santa Catarina Yosonotú,NA,NA,NA,NA,NA
20,Oaxaca,373,Santa Catarina Zapoquila,NA,NA,NA,NA,NA
20,Oaxaca,374,Santa Cruz Acatepec,NA,NA,NA,NA,NA
20,Oaxaca,375,Santa Cruz Amilpas,NA,NA,NA,NA,NA
20,Oaxaca,376,Santa Cruz de Bravo,NA,NA,NA,NA,NA
20,Oaxaca,377,Santa Cruz Itundujia,NA,NA,NA,NA,NA
20,Oaxaca,378,Santa Cruz Mixtepec,NA,NA,NA,NA,NA
20,Oaxaca,379,Santa Cruz Nundaco,NA,NA,NA,NA,NA
20,Oaxaca,380,Santa Cruz Papalutla,NA,NA,NA,NA,NA
20,Oaxaca,381,Santa Cruz Tacache de Mina,NA,NA,NA,NA,NA
20,Oaxaca,382,Santa Cruz Tacahua,NA,NA,NA,NA,NA
20,Oaxaca,383,Santa Cruz Tayata,NA,NA,NA,NA,NA
20,Oaxaca,384,Santa Cruz Xitla,NA,NA,NA,NA,NA
20,Oaxaca,385,Santa Cruz Xoxocotlán,  7 640,  5 300,  2 340,   0,   0
20,Oaxaca,386,Santa Cruz Zenzontepec,NA,NA,NA,NA,NA
20,Oaxaca,387,Santa Gertrudis,NA,NA,NA,NA,NA
20,Oaxaca,388,Santa Inés del Monte,NA,NA,NA,NA,NA
20,Oaxaca,389,Santa Inés Yatzeche,NA,NA,NA,NA,NA
20,Oaxaca,390,Santa Lucía del Camino,  3 500,  1 912,  1 500,   0,   88
20,Oaxaca,391,Santa Lucía Miahuatlán,NA,NA,NA,NA,NA
20,Oaxaca,392,Santa Lucía Monteverde,NA,NA,NA,NA,NA
20,Oaxaca,393,Santa Lucía Ocotlán,   2,   2,   0,   0,   0
20,Oaxaca,394,Santa María Alotepec,NA,NA,NA,NA,NA
20,Oaxaca,395,Santa María Apazco,NA,NA,NA,NA,NA
20,Oaxaca,396,Santa María la Asunción,NA,NA,NA,NA,NA
20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,NA,NA,NA,NA,NA
20,Oaxaca,398,Ayoquezco de Aldama,NA,NA,NA,NA,NA
20,Oaxaca,399,Santa María Atzompa,  3 650,  1 825,  1 825,   0,   0
20,Oaxaca,400,Santa María Camotlán,NA,NA,NA,NA,NA
20,Oaxaca,401,Santa María Colotepec,  1 800,  1 800,   0,   0,   0
20,Oaxaca,402,Santa María Cortijo,NA,NA,NA,NA,NA
20,Oaxaca,403,Santa María Coyotepec,NA,NA,NA,NA,NA
20,Oaxaca,404,Santa María Chachoápam,NA,NA,NA,NA,NA
20,Oaxaca,405,Villa de Chilapa de Díaz,NA,NA,NA,NA,NA
20,Oaxaca,406,Santa María Chilchotla,NA,NA,NA,NA,NA
20,Oaxaca,407,Santa María Chimalapa,NA,NA,NA,NA,NA
20,Oaxaca,408,Santa María del Rosario,NA,NA,NA,NA,NA
20,Oaxaca,409,Santa María del Tule,NA,NA,NA,NA,NA
20,Oaxaca,410,Santa María Ecatepec,NA,NA,NA,NA,NA
20,Oaxaca,411,Santa María Guelacé,NA,NA,NA,NA,NA
20,Oaxaca,412,Santa María Guienagati,NA,NA,NA,NA,NA
20,Oaxaca,413,Santa María Huatulco,  4 300,  3 700,   600,   0,   0
20,Oaxaca,414,Santa María Huazolotitlán,NA,NA,NA,NA,NA
20,Oaxaca,415,Santa María Ipalapa,NA,NA,NA,NA,NA
20,Oaxaca,416,Santa María Ixcatlán,NA,NA,NA,NA,NA
20,Oaxaca,417,Santa María Jacatepec,NA,NA,NA,NA,NA
20,Oaxaca,418,Santa María Jalapa del Marqués,NA,NA,NA,NA,NA
20,Oaxaca,419,Santa María Jaltianguis,NA,NA,NA,NA,NA
20,Oaxaca,420,Santa María Lachixío,NA,NA,NA,NA,NA
20,Oaxaca,421,Santa María Mixtequilla,NA,NA,NA,NA,NA
20,Oaxaca,422,Santa María Nativitas,NA,NA,NA,NA,NA
20,Oaxaca,423,Santa María Nduayaco,NA,NA,NA,NA,NA
20,Oaxaca,424,Santa María Ozolotepec,NA,NA,NA,NA,NA
20,Oaxaca,425,Santa María Pápalo,NA,NA,NA,NA,NA
20,Oaxaca,426,Santa María Peñoles,NA,NA,NA,NA,NA
20,Oaxaca,427,Santa María Petapa,NA,NA,NA,NA,NA
20,Oaxaca,428,Santa María Quiegolani,NA,NA,NA,NA,NA
20,Oaxaca,429,Santa María Sola,NA,NA,NA,NA,NA
20,Oaxaca,430,Santa María Tataltepec,NA,NA,NA,NA,NA
20,Oaxaca,431,Santa María Tecomavaca,NA,NA,NA,NA,NA
20,Oaxaca,432,Santa María Temaxcalapa,NA,NA,NA,NA,NA
20,Oaxaca,433,Santa María Temaxcaltepec,NA,NA,NA,NA,NA
20,Oaxaca,434,Santa María Teopoxco,NA,NA,NA,NA,NA
20,Oaxaca,435,Santa María Tepantlali,NA,NA,NA,NA,NA
20,Oaxaca,436,Santa María Texcatitlán,NA,NA,NA,NA,NA
20,Oaxaca,437,Santa María Tlahuitoltepec,NA,NA,NA,NA,NA
20,Oaxaca,438,Santa María Tlalixtac,NA,NA,NA,NA,NA
20,Oaxaca,439,Santa María Tonameca,  3 650,  3 350,   300,   0,   0
20,Oaxaca,440,Santa María Totolapilla,NA,NA,NA,NA,NA
20,Oaxaca,441,Santa María Xadani,NA,NA,NA,NA,NA
20,Oaxaca,442,Santa María Yalina,NA,NA,NA,NA,NA
20,Oaxaca,443,Santa María Yavesía,NA,NA,NA,NA,NA
20,Oaxaca,444,Santa María Yolotepec,NA,NA,NA,NA,NA
20,Oaxaca,445,Santa María Yosoyúa,NA,NA,NA,NA,NA
20,Oaxaca,446,Santa María Yucuhiti,NA,NA,NA,NA,NA
20,Oaxaca,447,Santa María Zacatepec,NA,NA,NA,NA,NA
20,Oaxaca,448,Santa María Zaniza,NA,NA,NA,NA,NA
20,Oaxaca,449,Santa María Zoquitlán,NA,NA,NA,NA,NA
20,Oaxaca,450,Santiago Amoltepec,NA,NA,NA,NA,NA
20,Oaxaca,451,Santiago Apoala,NA,NA,NA,NA,NA
20,Oaxaca,452,Santiago Apóstol,   7,   6,   1,   0,   0
20,Oaxaca,453,Santiago Astata,NA,NA,NA,NA,NA
20,Oaxaca,454,Santiago Atitlán,NA,NA,NA,NA,NA
20,Oaxaca,455,Santiago Ayuquililla,NA,NA,NA,NA,NA
20,Oaxaca,456,Santiago Cacaloxtepec,NA,NA,NA,NA,NA
20,Oaxaca,457,Santiago Camotlán,NA,NA,NA,NA,NA
20,Oaxaca,458,Santiago Comaltepec,NA,NA,NA,NA,NA
20,Oaxaca,459,Santiago Chazumba,NA,NA,NA,NA,NA
20,Oaxaca,460,Santiago Choápam,NA,NA,NA,NA,NA
20,Oaxaca,461,Santiago del Río,NA,NA,NA,NA,NA
20,Oaxaca,462,Santiago Huajolotitlán,NA,NA,NA,NA,NA
20,Oaxaca,463,Santiago Huauclilla,NA,NA,NA,NA,NA
20,Oaxaca,464,Santiago Ihuitlán Plumas,NA,NA,NA,NA,NA
20,Oaxaca,465,Santiago Ixcuintepec,NA,NA,NA,NA,NA
20,Oaxaca,466,Santiago Ixtayutla,NA,NA,NA,NA,NA
20,Oaxaca,467,Santiago Jamiltepec,   120,   120,   0,   0,   0
20,Oaxaca,468,Santiago Jocotepec,NA,NA,NA,NA,NA
20,Oaxaca,469,Santiago Juxtlahuaca,NA,NA,NA,NA,NA
20,Oaxaca,470,Santiago Lachiguiri,NA,NA,NA,NA,NA
20,Oaxaca,471,Santiago Lalopa,NA,NA,NA,NA,NA
20,Oaxaca,472,Santiago Laollaga,NA,NA,NA,NA,NA
20,Oaxaca,473,Santiago Laxopa,NA,NA,NA,NA,NA
20,Oaxaca,474,Santiago Llano Grande,NA,NA,NA,NA,NA
20,Oaxaca,475,Santiago Matatlán,   12,   7,   5,   0,   0
20,Oaxaca,476,Santiago Miltepec,NA,NA,NA,NA,NA
20,Oaxaca,477,Santiago Minas,NA,NA,NA,NA,NA
20,Oaxaca,478,Santiago Nacaltepec,NA,NA,NA,NA,NA
20,Oaxaca,479,Santiago Nejapilla,NA,NA,NA,NA,NA
20,Oaxaca,480,Santiago Nundiche,NA,NA,NA,NA,NA
20,Oaxaca,481,Santiago Nuyoó,NA,NA,NA,NA,NA
20,Oaxaca,482,Santiago Pinotepa Nacional,   380,   260,   60,   60,   0
20,Oaxaca,483,Santiago Suchilquitongo,   240,   60,   180,   0,   0
20,Oaxaca,484,Santiago Tamazola,NA,NA,NA,NA,NA
20,Oaxaca,485,Santiago Tapextla,NA,NA,NA,NA,NA
20,Oaxaca,486,Villa Tejúpam de la Unión,   1,   1,   0,   0,   0
20,Oaxaca,487,Santiago Tenango,NA,NA,NA,NA,NA
20,Oaxaca,488,Santiago Tepetlapa,NA,NA,NA,NA,NA
20,Oaxaca,489,Santiago Tetepec,NA,NA,NA,NA,NA
20,Oaxaca,490,Santiago Texcalcingo,NA,NA,NA,NA,NA
20,Oaxaca,491,Santiago Textitlán,NA,NA,NA,NA,NA
20,Oaxaca,492,Santiago Tilantongo,NA,NA,NA,NA,NA
20,Oaxaca,493,Santiago Tillo,NA,NA,NA,NA,NA
20,Oaxaca,494,Santiago Tlazoyaltepec,NA,NA,NA,NA,NA
20,Oaxaca,495,Santiago Xanica,-,-,-,-,-
20,Oaxaca,496,Santiago Xiacuí,NA,NA,NA,NA,NA
20,Oaxaca,497,Santiago Yaitepec,NA,NA,NA,NA,NA
20,Oaxaca,498,Santiago Yaveo,NA,NA,NA,NA,NA
20,Oaxaca,499,Santiago Yolomécatl,NA,NA,NA,NA,NA
20,Oaxaca,500,Santiago Yosondúa,NA,NA,NA,NA,NA
20,Oaxaca,501,Santiago Yucuyachi,NA,NA,NA,NA,NA
20,Oaxaca,502,Santiago Zacatepec,NA,NA,NA,NA,NA
20,Oaxaca,503,Santiago Zoochila,NA,NA,NA,NA,NA
20,Oaxaca,504,Nuevo Zoquiápam,NA,NA,NA,NA,NA
20,Oaxaca,505,Santo Domingo Ingenio,NA,NA,NA,NA,NA
20,Oaxaca,506,Santo Domingo Albarradas,NA,NA,NA,NA,NA
20,Oaxaca,507,Santo Domingo Armenta,NA,NA,NA,NA,NA
20,Oaxaca,508,Santo Domingo Chihuitán,NA,NA,NA,NA,NA
20,Oaxaca,509,Santo Domingo de Morelos,NA,NA,NA,NA,NA
20,Oaxaca,510,Santo Domingo Ixcatlán,NA,NA,NA,NA,NA
20,Oaxaca,511,Santo Domingo Nuxaá,NA,NA,NA,NA,NA
20,Oaxaca,512,Santo Domingo Ozolotepec,NA,NA,NA,NA,NA
20,Oaxaca,513,Santo Domingo Petapa,NA,NA,NA,NA,NA
20,Oaxaca,514,Santo Domingo Roayaga,NA,NA,NA,NA,NA
20,Oaxaca,515,Santo Domingo Tehuantepec,NA,NA,NA,NA,NA
20,Oaxaca,516,Santo Domingo Teojomulco,NA,NA,NA,NA,NA
20,Oaxaca,517,Santo Domingo Tepuxtepec,NA,NA,NA,NA,NA
20,Oaxaca,518,Santo Domingo Tlatayápam,NA,NA,NA,NA,NA
20,Oaxaca,519,Santo Domingo Tomaltepec,NA,NA,NA,NA,NA
20,Oaxaca,520,Santo Domingo Tonalá,   42,   42,   0,   0,   0
20,Oaxaca,521,Santo Domingo Tonaltepec,NA,NA,NA,NA,NA
20,Oaxaca,522,Santo Domingo Xagacía,NA,NA,NA,NA,NA
20,Oaxaca,523,Santo Domingo Yanhuitlán,NA,NA,NA,NA,NA
20,Oaxaca,524,Santo Domingo Yodohino,NA,NA,NA,NA,NA
20,Oaxaca,525,Santo Domingo Zanatepec,   50,   50,   0,   0,   0
20,Oaxaca,526,Santos Reyes Nopala,NA,NA,NA,NA,NA
20,Oaxaca,527,Santos Reyes Pápalo,NA,NA,NA,NA,NA
20,Oaxaca,528,Santos Reyes Tepejillo,NA,NA,NA,NA,NA
20,Oaxaca,529,Santos Reyes Yucuná,NA,NA,NA,NA,NA
20,Oaxaca,530,Santo Tomás Jalieza,NA,NA,NA,NA,NA
20,Oaxaca,531,Santo Tomás Mazaltepec,NA,NA,NA,NA,NA
20,Oaxaca,532,Santo Tomás Ocotepec,NA,NA,NA,NA,NA
20,Oaxaca,533,Santo Tomás Tamazulapan,NA,NA,NA,NA,NA
20,Oaxaca,534,San Vicente Coatlán,NA,NA,NA,NA,NA
20,Oaxaca,535,San Vicente Lachixío,NA,NA,NA,NA,NA
20,Oaxaca,536,San Vicente Nuñú,NA,NA,NA,NA,NA
20,Oaxaca,537,Silacayoápam,NA,NA,NA,NA,NA
20,Oaxaca,538,Sitio de Xitlapehua,NA,NA,NA,NA,NA
20,Oaxaca,539,Soledad Etla,NA,NA,NA,NA,NA
20,Oaxaca,540,Villa de Tamazulápam del Progreso,NA,NA,NA,NA,NA
20,Oaxaca,541,Tanetze de Zaragoza,NA,NA,NA,NA,NA
20,Oaxaca,542,Taniche,NA,NA,NA,NA,NA
20,Oaxaca,543,Tataltepec de Valdés,NA,NA,NA,NA,NA
20,Oaxaca,544,Teococuilco de Marcos Pérez,NA,NA,NA,NA,NA
20,Oaxaca,545,Teotitlán de Flores Magón,   150,   100,   50,   0,   0
20,Oaxaca,546,Teotitlán del Valle,NA,NA,NA,NA,NA
20,Oaxaca,547,Teotongo,NA,NA,NA,NA,NA
20,Oaxaca,548,Tepelmeme Villa de Morelos,NA,NA,NA,NA,NA
